activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,361495,[],CHEMBL884710,Inhibition of 5-hydroxytryptamine reuptake,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc(-c2ccc(-c3ccc(C(=O)Nc4ccc(OCCF)c(N5CCN(C)CC5)c4)cc3)c(C)c2)no1,,,CHEMBL1133697,J. Med. Chem.,2000.0,"{'bei': '11.42', 'le': '0.21', 'lle': '0.68', 'sei': '7.22'}",CHEMBL151420,,CHEMBL151420,6.05,0,http://www.openphacts.org/units/Nanomolar,291831,=,1,1,=,,IC50,nM,,900.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,900.0
,364551,[],CHEMBL884710,Inhibition of 5-hydroxytryptamine reuptake,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1nnc(-c2ccc(-c3ccc(C(=O)Nc4ccc(OS(C)(=O)=O)c(N5CCN(C)CC5)c4)cc3)c(C)c2)o1,,,CHEMBL1133697,J. Med. Chem.,2000.0,"{'bei': '9.65', 'le': '0.19', 'lle': '1.06', 'sei': '4.60'}",CHEMBL443762,,CHEMBL443762,5.42,0,http://www.openphacts.org/units/Nanomolar,291832,=,1,1,=,,IC50,nM,,3800.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,3800.0
,365722,[],CHEMBL801199,Binding affinity of [3H]citalopram for serotonin transporter in monkey,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)C1C2CC[C@H](C[C@@H]1OC(c1ccc(F)cc1)c1ccc(F)cc1)N2C,,,CHEMBL1127828,J. Med. Chem.,1994.0,"{'bei': '13.10', 'le': '0.25', 'lle': '1.16', 'sei': '13.57'}",CHEMBL607430,,CHEMBL607430,5.26,0,http://www.openphacts.org/units/Nanomolar,106155,=,1,1,=,,IC50,nM,,5500.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,5500.0
,366017,[],CHEMBL884710,Inhibition of 5-hydroxytryptamine reuptake,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc(-c2ccc(-c3ccc(C(=O)Nc4ccc(OS(=O)(=O)C(F)(F)F)c(N5CCN(C)CC5)c4)cc3)c(C)c2)no1,,,CHEMBL1133697,J. Med. Chem.,2000.0,,CHEMBL151695,,CHEMBL151695,,0,http://www.openphacts.org/units/Nanomolar,291829,>,1,1,>,,IC50,nM,,1000.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,1000.0
,368535,[],CHEMBL801199,Binding affinity of [3H]citalopram for serotonin transporter in monkey,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)C1C2CC[C@H](C[C@H]1OC(c1ccc(F)cc1)c1ccc(F)cc1)N2C,,,CHEMBL1127828,J. Med. Chem.,1994.0,"{'bei': '13.22', 'le': '0.25', 'lle': '1.21', 'sei': '13.69'}",CHEMBL607377,,CHEMBL607377,5.31,0,http://www.openphacts.org/units/Nanomolar,106154,=,1,1,=,,IC50,nM,,4930.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,4930.0
,368839,[],CHEMBL884710,Inhibition of 5-hydroxytryptamine reuptake,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(NC(=O)c2ccc(-c3ccc(C(=N)N)cc3C)cc2)cc1N1CCN(C)CC1,,,CHEMBL1133697,J. Med. Chem.,2000.0,"{'bei': '13.97', 'le': '0.26', 'lle': '2.43', 'sei': '6.75'}",CHEMBL147503,,CHEMBL147503,6.39,0,http://www.openphacts.org/units/Nanomolar,291836,=,1,1,=,,IC50,nM,,407.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,407.0
,370052,[],CHEMBL801199,Binding affinity of [3H]citalopram for serotonin transporter in monkey,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@@H]1C2CCC(C[C@@H]1OC(c1ccc(F)cc1)c1ccc(F)cc1)N2C,,,CHEMBL1127828,J. Med. Chem.,1994.0,"{'bei': '13.58', 'le': '0.26', 'lle': '1.35', 'sei': '14.06'}",CHEMBL310650,,CHEMBL310650,5.45,0,http://www.openphacts.org/units/Nanomolar,106163,=,1,1,=,,IC50,nM,,3530.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,3530.0
,370055,[],CHEMBL801199,Binding affinity of [3H]citalopram for serotonin transporter in monkey,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)C1C2CC[C@H](C[C@H]1OC(c1ccc(F)cc1)c1ccc(F)cc1)N2C,,,CHEMBL1127828,J. Med. Chem.,1994.0,"{'bei': '12.55', 'le': '0.24', 'lle': '0.94', 'sei': '13.00'}",CHEMBL607377,,CHEMBL607377,5.04,0,http://www.openphacts.org/units/Nanomolar,106160,=,1,1,=,,IC50,nM,,9150.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,9150.0
,374509,[],CHEMBL884710,Inhibition of 5-hydroxytryptamine reuptake,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc(-c2ccc(-c3ccc(C(=O)N4CCc5cc6c(cc54)C4(CCN(C)CC4)CO6)cc3)c(C)c2)no1,,,CHEMBL1133697,J. Med. Chem.,2000.0,"{'bei': '10.23', 'le': '0.19', 'lle': '-0.25', 'sei': '7.43'}",CHEMBL281350,SB-224289,CHEMBL281350,5.33,0,http://www.openphacts.org/units/Nanomolar,291834,=,1,1,=,,IC50,nM,,4700.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,4700.0
,377011,[],CHEMBL801199,Binding affinity of [3H]citalopram for serotonin transporter in monkey,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)[C@H]1[C@H](OC(c2ccc(F)cc2)c2ccc(F)cc2)CC2CC[C@H]1N2C,,,CHEMBL1127828,J. Med. Chem.,1994.0,"{'bei': '14.29', 'le': '0.27', 'lle': '1.64', 'sei': '14.80'}",CHEMBL607431,,CHEMBL607431,5.74,0,http://www.openphacts.org/units/Nanomolar,106156,=,1,1,=,,IC50,nM,,1830.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,1830.0
,382676,[],CHEMBL801199,Binding affinity of [3H]citalopram for serotonin transporter in monkey,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)C1C2CC[C@H](C[C@H]1OC(c1ccc(F)cc1)c1ccc(F)cc1)N2C,,,CHEMBL1127828,J. Med. Chem.,1994.0,"{'bei': '14.21', 'le': '0.27', 'lle': '1.60', 'sei': '14.71'}",CHEMBL607377,,CHEMBL607377,5.70,0,http://www.openphacts.org/units/Nanomolar,106159,=,1,1,=,,IC50,nM,,1980.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,1980.0
,383007,[],CHEMBL884710,Inhibition of 5-hydroxytryptamine reuptake,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(NC(=O)c2ccc(-c3ccc(-c4nnc(C)o4)cc3C)cc2)cc1N1CCN(C)CC1,,,CHEMBL1133697,J. Med. Chem.,2000.0,,CHEMBL146735,,CHEMBL146735,,0,http://www.openphacts.org/units/Nanomolar,291837,>,1,1,>,,IC50,nM,,1000.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,1000.0
,385738,[],CHEMBL884710,Inhibition of 5-hydroxytryptamine reuptake,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(NC(=O)c2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1N1CCN(C)CC1,,,CHEMBL1133697,J. Med. Chem.,2000.0,"{'bei': '12.06', 'le': '0.22', 'lle': '0.97', 'sei': '7.17'}",CHEMBL15928,GR-127935,CHEMBL15928,6.00,0,http://www.openphacts.org/units/Nanomolar,291827,=,1,1,=,,IC50,nM,,1000.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,1000.0
,387131,[],CHEMBL801199,Binding affinity of [3H]citalopram for serotonin transporter in monkey,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)C1C2CC[C@H](C[C@@H]1OC(c1ccc(F)cc1)c1ccc(F)cc1)N2C,,,CHEMBL1127828,J. Med. Chem.,1994.0,"{'bei': '14.54', 'le': '0.27', 'lle': '1.74', 'sei': '15.05'}",CHEMBL607430,,CHEMBL607430,5.84,0,http://www.openphacts.org/units/Nanomolar,106162,=,1,1,=,,IC50,nM,,1460.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,1460.0
,388951,[],CHEMBL884710,Inhibition of 5-hydroxytryptamine reuptake,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc(-c2ccc(-c3ccc(C(=O)Nc4ccc(O)c(N5CCN(C)CC5)c4)cc3)c(C)c2)no1,,,CHEMBL1133697,J. Med. Chem.,2000.0,,CHEMBL422504,,CHEMBL422504,,0,http://www.openphacts.org/units/Nanomolar,291833,>,1,1,>,,IC50,nM,,1000.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,1000.0
,389980,[],CHEMBL801199,Binding affinity of [3H]citalopram for serotonin transporter in monkey,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)C1C2CC[C@H](C[C@@H]1c1ccc(I)cc1)N2C,,,CHEMBL1127828,J. Med. Chem.,1994.0,"{'bei': '22.32', 'le': '0.59', 'lle': '5.57', 'sei': '29.10'}",CHEMBL300226,,CHEMBL300226,8.60,0,http://www.openphacts.org/units/Nanomolar,106153,=,1,1,=,,IC50,nM,,2.53,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,2.53
,391571,[],CHEMBL807030,Inhibition of 5-HT uptake in HEK cells expressing human serotonin transporter (hSERT),F,,,BAO_0000190,BAO_0000219,cell-based format,Cl.OC1(c2ccc3c(c2)OCO3)c2ccccc2C2=NCCCN21,,,CHEMBL1135775,J. Med. Chem.,2002.0,,CHEMBL544370,,CHEMBL1193030,7.08,0,http://www.openphacts.org/units/Nanomolar,253122,=,1,1,=,,IC50,nM,,83.0,CHEMBL228,Homo sapiens,Serotonin transporter,9606,,,IC50,nM,UO_0000065,,83.0
